latitude,longitude,application_permit_number,blockgroup
47.56075829,-122.36583947,6265494,44139.0
47.65106645,-122.3114674,6264917,20477.0
47.66061325,-122.31063571,6264913,20478.0
47.66045328,-122.30463329,6264914,20478.0
47.62165822,-122.32248395,6265461,58911.0
47.67824308,-122.31492215,6265460,97307.0
47.72888317,-122.34323217,6265185,158080.0
47.62749258,-122.34993262,6265425,79467.0
47.70608807,-122.27720343,6262957,162469.0
47.50253169,-122.37586549,6256584,157684.0
47.60791047,-122.3326708,6265412,72388.0
47.69874738,-122.3822726,6263187,210460.0
47.60505199,-122.33428775,6262345,125327.0
47.62929639,-122.34195105,6263984,82136.0
47.61089077,-122.32933488,6265326,72390.0
47.6198465,-122.32765333,6265314,219181.0
47.72342435,-122.36037335,6265317,158084.0
47.67989432,-122.27823531,6262362,173667.0
47.65818405,-122.2769372,6165805,114115.0
47.66909253,-122.27822248,6265292,156802.0
47.60505199,-122.33428775,6265291,125327.0
47.51699822,-122.26554564,6256949,30630.0
47.55797817,-122.35679502,6265280,52892.0
47.5385248,-122.26371017,6258301,173636.0
47.62221783,-122.33681765,6062778,79469.0
47.63195244,-122.29937774,6262248,55418.0
47.68393137,-122.3911603,6265245,76043.0
47.67651417,-122.28624976,6260350,173668.0
47.57817845,-122.28953412,6262279,77295.0
47.65869764,-122.35986549,6265212,156817.0
47.67282479,-122.36425323,6265208,120292.0
47.51880126,-122.3588936,6251938,67332.0
47.61229918,-122.33630178,6262400,72388.0
47.56577124,-122.32630323,6260382,47168.0
47.64801363,-122.377171,6265198,10928.0
47.63785819,-122.37353397,6265193,10928.0
47.66567628,-122.30805793,6251360,122826.0
47.61399289,-122.33524663,6260142,79469.0
47.65961473,-122.28181218,6260768,215653.0
47.61091303,-122.33668191,6262021,125327.0
47.59544395,-122.33160773,6264895,47167.0
47.69910347,-122.35371949,6261351,64551.0
47.64779255,-122.33353718,6262110,24601.0
47.61674036,-122.29058512,6265087,123308.0
47.54813107,-122.32554009,6265083,52906.0
47.68186346,-122.39335503,6265081,117381.0
47.66478239,-122.31451775,6265073,20475.0
47.67933782,-122.31968847,6265072,121801.0
47.520455,-122.39437451,6254713,170826.0
47.5281629,-122.34648754,6242871,9514.0
47.68962821,-122.29159204,6258783,214724.0
47.73255419,-122.29958168,6265062,158056.0
47.6758457,-122.36111924,6262268,120292.0
47.52614477,-122.39039546,6260102,170329.0
47.60454089,-122.33073506,6265033,125327.0
47.60740726,-122.33778279,6265040,114114.0
47.68158494,-122.35455425,6260836,116671.0
47.60411459,-122.33226664,6262712,125327.0
47.61137262,-122.32670155,6264976,72391.0
47.6080434,-122.33391991,6261636,125327.0
47.66573653,-122.26610746,6262097,23553.0
47.62993454,-122.35389476,6264950,30628.0
47.68360563,-122.33380033,6264944,116669.0
47.52799445,-122.38643472,6264935,170329.0
47.6963994,-122.30508166,6264934,30629.0
47.60593212,-122.33881955,6264822,114114.0
47.52278083,-122.38161753,6262652,170825.0
47.60896713,-122.33482136,6264925,125327.0
47.68804675,-122.37383865,6264924,116675.0
47.53700203,-122.32108148,6264850,52905.0
47.66600751,-122.38239173,6259604,123281.0
47.55686663,-122.28518041,6263436,107670.0
47.66780562,-122.38803492,6244592,76041.0
47.55649194,-122.39139502,6264762,181598.0
47.58399986,-122.31497656,6263231,121839.0
47.57974337,-122.30708882,6261965,93039.0
47.57872985,-122.37735618,6260361,117113.0
47.68702028,-122.38512443,6262427,117370.0
47.61454383,-122.31457021,6260711,80087.0
47.52254474,-122.36628417,6263250,9516.0
47.67890907,-122.35614645,6262590,120289.0
47.58501046,-122.29221124,6260397,121837.0
47.63409525,-122.36813128,6261845,82778.0
47.67816808,-122.3922274,6264692,76039.0
47.66648695,-122.4074497,6262983,53971.0
47.6975138,-122.38722216,6264681,210460.0
47.59696625,-122.32413802,6260861,46592.0
47.50505898,-122.26341146,6264669,217752.0
47.68738584,-122.31029037,6263305,133463.0
47.64530106,-122.39266154,6264660,4497.0
47.55096896,-122.27212418,6264658,93844.0
47.61621126,-122.31351213,6264643,80087.0
47.61723796,-122.30272493,6264654,123309.0
47.58959018,-122.33370691,6263776,47167.0
47.70566577,-122.35117777,6264614,207488.0
47.61125861,-122.33495033,6264619,72388.0
47.51315442,-122.38951513,6258106,157024.0
47.61896257,-122.31114942,6261842,80093.0
47.58673148,-122.32086105,6264602,47166.0
47.67343561,-122.30704186,6261888,122825.0
47.67924162,-122.39419353,6261787,76044.0
47.72599612,-122.29315385,6229566,185878.0
47.69229247,-122.27292499,6264585,214721.0
47.63542283,-122.36932545,6262974,39297.0
47.60015467,-122.29596607,6262414,46589.0
47.55986025,-122.33765838,6261669,47168.0
47.5217396,-122.36182351,6264549,9516.0
47.69712943,-122.35155873,6253811,64551.0
47.61365566,-122.28528422,6264532,87623.0
47.61505839,-122.32001852,6264539,80089.0
47.61341249,-122.34598247,6260772,132929.0
47.68203148,-122.2896133,6252223,173668.0
47.61274502,-122.28957177,6261931,87624.0
47.59085645,-122.33355833,6264050,47167.0
47.60740726,-122.33778279,6264518,114114.0
47.67131639,-122.30883669,6264516,122825.0
47.69885617,-122.37169968,6264512,185881.0
47.55833879,-122.3008205,6264299,180773.0
47.66692715,-122.33612761,6261312,55381.0
47.67857795,-122.30584436,6264412,131270.0
47.60742113,-122.33920467,6063466,114114.0
47.67475207,-122.38326339,6264173,76077.0
47.60896713,-122.33482136,6264422,125327.0
47.60740726,-122.33778279,6261363,114114.0
47.56931537,-122.28701345,6262989,180770.0
47.64206157,-122.31464244,6248281,180766.0
47.67928115,-122.29004318,6264370,173668.0
47.56565822,-122.38868195,6261459,35420.0
47.61962209,-122.32183727,6264332,219181.0
47.56565822,-122.38868195,6264147,35420.0
47.64821628,-122.36752516,6263265,4501.0
47.68968557,-122.35551439,6258154,174239.0
47.54894686,-122.26330187,6254982,180769.0
47.62377547,-122.32121696,6263468,58911.0
47.59264584,-122.38745035,6251090,186483.0
47.66606577,-122.26538656,6261401,23553.0
47.65331797,-122.34446228,6264330,24603.0
47.57624944,-122.28340085,6264313,77295.0
47.68365255,-122.39406677,6260845,76043.0
47.61698702,-122.31593825,6262557,80089.0
47.58077195,-122.38831206,6264305,117113.0
47.6935412,-122.28936984,6258618,214177.0
47.66206463,-122.31925562,6263276,20474.0
47.57686036,-122.33456354,6263398,47168.0
47.67200279,-122.3560509,6264270,120291.0
47.60890635,-122.31450432,6264207,70772.0
47.57796347,-122.38831199,6242218,117113.0
47.55065396,-122.39822124,6227305,85934.0
47.69482983,-122.33406995,6264206,210958.0
47.61218226,-122.34770992,6261113,125326.0
47.61124418,-122.34340166,6264163,123311.0
47.54271536,-122.37815128,6264156,181600.0
47.5946329,-122.3065301,6264028,47169.0
47.67815547,-122.32614655,6255795,120302.0
47.65884742,-122.31831542,6261078,130592.0
47.57411496,-122.3371684,6261948,47168.0
47.67245539,-122.32741555,6261230,121799.0
47.53622008,-122.37150198,6261175,9527.0
47.58375441,-122.38618028,6264067,86413.0
47.58375441,-122.38618028,6260113,86413.0
47.67244716,-122.27409208,6263462,121804.0
47.58375441,-122.38618028,6264063,86413.0
47.65234029,-122.33239782,6264052,125305.0
47.72646212,-122.3118408,6258379,131269.0
47.72701368,-122.28731622,6262592,203689.0
47.66181882,-122.31232831,6261192,20475.0
47.63937298,-122.39864829,6259118,62455.0
47.65592848,-122.27983932,6264019,114115.0
47.5800316,-122.39014819,6262902,194077.0
47.63068419,-122.36695525,6263983,39296.0
47.62221783,-122.33681765,6263975,79469.0
47.67692134,-122.39212033,6259086,76039.0
47.69552152,-122.37170176,6263974,210915.0
47.56508054,-122.37913346,6263917,117114.0
47.68799087,-122.28881357,6263956,214722.0
47.63334727,-122.36451142,6261698,82778.0
47.57319209,-122.2862033,6263904,77295.0
47.57957341,-122.37781167,6260847,117113.0
47.56123754,-122.37908664,6258825,108311.0
47.65644621,-122.31042426,6253984,20478.0
47.61441338,-122.32122043,6263172,53974.0
47.67381674,-122.3265423,6255038,121799.0
47.64665734,-122.30827105,6263826,87969.0
47.67142741,-122.29420618,6263806,128123.0
47.69024013,-122.32733821,6263816,116668.0
47.63376599,-122.33969801,6260840,82136.0
47.69552152,-122.37170176,6263804,210915.0
47.70320278,-122.37174919,6263802,185881.0
47.62902532,-122.33174325,6263799,82134.0
47.60472034,-122.33262325,6261261,125327.0
47.61820682,-122.29457631,6263769,44827.0
47.69352398,-122.30978375,6260776,210964.0
47.61089077,-122.32933488,6263757,72390.0
47.61089077,-122.32933488,6263761,72390.0
47.6612104,-122.32708737,6263744,20473.0
47.61396474,-122.34610729,6261835,132929.0
47.70451426,-122.3442605,6263457,194078.0
47.61612629,-122.34974746,6263733,220361.0
47.6814913,-122.30643886,6257761,131270.0
47.64169899,-122.34896475,6263730,4503.0
47.63569186,-122.37666485,6261640,10928.0
47.51473822,-122.25530961,6263727,162151.0
47.66396331,-122.35690111,6263308,123282.0
47.54450618,-122.3213787,6258224,52905.0
47.63882284,-122.29915468,6263700,87261.0
47.67013947,-122.25858812,6263675,215068.0
47.60501319,-122.32989532,6263688,42802.0
47.58764402,-122.38478503,6263677,186483.0
47.64774447,-122.41384705,6263680,81602.0
47.61597954,-122.33086962,6263666,79468.0
47.66476595,-122.31816528,6250713,20474.0
47.68625726,-122.3200326,6263663,214726.0
47.66613345,-122.28658052,6263657,156803.0
47.5092858,-122.37222152,6263650,186499.0
47.62520732,-122.3673847,6263637,79427.0
47.63783735,-122.31340284,6260529,87284.0
47.62460536,-122.31076622,6263599,80091.0
47.61929966,-122.31469821,6263526,80087.0
47.66524435,-122.3318311,6263469,55381.0
47.6103371,-122.33571154,6260834,125327.0
47.5427273,-122.26513664,6261975,173636.0
47.6056731,-122.33512466,6263477,125327.0
47.71328252,-122.28335281,6263443,162440.0
47.65644621,-122.31042426,6263435,20478.0
47.65503677,-122.35786936,6253944,55382.0
47.64598062,-122.35535011,6257074,4504.0
47.60454089,-122.33073506,6263399,125327.0
47.51797119,-122.39487437,6259064,157683.0
47.67891756,-122.3946207,6263383,76044.0
47.66160986,-122.32368434,6258070,20473.0
47.63521887,-122.36873327,6262327,39297.0
47.6511556,-122.35024986,6262497,55384.0
47.60970284,-122.34178336,6261914,53976.0
47.61677345,-122.32136755,6258062,53974.0
47.53285496,-122.27139122,6236990,128994.0
47.5875012,-122.31517028,6263289,129022.0
47.57333025,-122.30723853,6262924,93040.0
47.66891564,-122.38529136,6260132,123281.0
47.62370525,-122.33015574,6263264,79465.0
47.62177958,-122.36159889,6263261,79427.0
47.61431133,-122.34245444,6263259,79464.0
47.61005381,-122.33611725,6263255,125327.0
