latitude,longitude,application_permit_number,blockgroup
47.66895144,-122.282867,6172499,156802.0
47.66971357,-122.28071768,6172433,156802.0
47.53034314,-122.32406337,6170935,59164.0
47.5602226,-122.33785243,6170356,47168.0
47.66550044,-122.31663293,6172465,97308.0
47.66537131,-122.31664137,6172464,97308.0
47.66562572,-122.31663599,6172466,97308.0
47.66506151,-122.31657132,6148152,97308.0
47.66846888,-122.35594702,6168293,120291.0
47.65538607,-122.35637352,6168972,55382.0
47.6439043,-122.36806034,6170732,4499.0
47.60505199,-122.33428775,6172420,125327.0
47.68534152,-122.34097143,6162056,116670.0
47.65895662,-122.34138617,6172414,92721.0
47.6184506,-122.35476894,6165791,186484.0
47.50200152,-122.37698758,6169044,157684.0
47.72121444,-122.33358285,6157418,167311.0
47.6693163,-122.33469842,6172387,191059.0
47.67520933,-122.36156221,6172374,120292.0
47.57671956,-122.39770579,6169515,117112.0
47.68454044,-122.35333473,6172340,128120.0
47.69112641,-122.32012897,6172319,210961.0
47.69112641,-122.32012897,6150341,210961.0
47.66590526,-122.30994819,6130832,122826.0
47.69646957,-122.40061861,6167725,53273.0
47.61457019,-122.33400784,6170924,79469.0
47.6315652,-122.3755202,6062016,10928.0
47.52863786,-122.36616939,6155041,59412.0
47.52863786,-122.36616939,6172311,59412.0
47.6668823,-122.32529327,6172307,55380.0
47.69225854,-122.26894619,6168254,173642.0
47.66770262,-122.37718937,6172294,77869.0
47.58966795,-122.38467835,6157097,186483.0
47.64536332,-122.35268238,6134594,4503.0
47.61891226,-122.35959162,6172249,79427.0
47.60957381,-122.30346257,6166320,131271.0
47.56195327,-122.39314097,6172240,117779.0
47.63019261,-122.35764146,6171129,129000.0
47.68498991,-122.35621879,6169541,116672.0
47.54982572,-122.35511774,6169600,52904.0
47.65295777,-122.33442083,6171097,125305.0
47.69318208,-122.38898697,6172216,208154.0
47.54414649,-122.37539533,6152624,128121.0
47.70822473,-122.31917356,6172186,190551.0
47.54487248,-122.37216011,6147557,180774.0
47.56859943,-122.3924215,6172171,97820.0
47.64917352,-122.40857689,6075802,24604.0
47.66179019,-122.32649997,6172159,20473.0
47.70100192,-122.32077984,6172151,210963.0
47.5258917,-122.28325036,6171435,217751.0
47.72505232,-122.28890711,6172153,7122.0
47.52566299,-122.28459411,6171441,217751.0
47.64703467,-122.39396783,6154265,4497.0
47.67364791,-122.38991668,6137928,76040.0
47.54271762,-122.37614404,6172137,128121.0
47.63783593,-122.31704081,6172122,82131.0
47.65572627,-122.32745617,6172110,127390.0
47.62874591,-122.34647379,6172109,82776.0
47.68759591,-122.28145022,6172097,214722.0
47.66872205,-122.29466605,6157075,128123.0
47.67786257,-122.38839081,6143169,76039.0
47.57225592,-122.28458462,6137060,180770.0
47.61798526,-122.35604635,6169009,186484.0
47.62685191,-122.29576325,6160587,55418.0
47.6824009,-122.3862075,6172058,117380.0
47.63211246,-122.39137903,6166626,53970.0
47.73295609,-122.33124745,6172054,158079.0
47.69265254,-122.37979899,6170474,210913.0
47.62577934,-122.35307717,6167538,79467.0
47.67154041,-122.35796669,6152740,120288.0
47.66826515,-122.2637075,6064798,23553.0
47.5884384,-122.39198122,6169231,186483.0
47.65667535,-122.36305738,6170484,55382.0
47.51591286,-122.26869368,6139528,217752.0
47.62905076,-122.30693622,6172016,97303.0
47.65389232,-122.3992425,6168369,132935.0
47.63079339,-122.36735722,6171986,39296.0
47.67202541,-122.31915605,6171985,55416.0
47.67863496,-122.35568773,6170618,120289.0
47.61007455,-122.32529486,6165790,72391.0
47.68670058,-122.33360486,6170609,116669.0
47.64270953,-122.39328333,6170358,10922.0
47.61065933,-122.31712671,6171689,50334.0
47.61137262,-122.32670155,6171968,72391.0
47.66959822,-122.33328111,6162449,191059.0
47.69984123,-122.28033642,6171946,214176.0
47.69476425,-122.31624633,6136970,128997.0
47.65034994,-122.30908696,6171943,20477.0
47.68170639,-122.26775089,6171738,134448.0
47.59958724,-122.33382306,6170751,46594.0
47.59831736,-122.28657785,6153025,85725.0
47.62957097,-122.34910163,6138889,82776.0
47.580989,-122.40289337,6164175,97816.0
47.53493219,-122.31789882,6164985,52905.0
47.55919177,-122.28401903,6171858,107670.0
47.55930364,-122.28401748,6171856,107670.0
47.55919177,-122.28401903,6164255,107670.0
47.6963994,-122.30508166,6171853,30629.0
47.53475659,-122.37948493,6166305,95345.0
47.60786745,-122.31587096,6168689,70772.0
47.62957097,-122.34910163,6171817,82776.0
47.58346444,-122.303189,6168654,77296.0
47.61803597,-122.30164087,6171777,44828.0
47.6180387,-122.3014908,6171778,44828.0
47.61803597,-122.30164087,6166289,44828.0
47.64520678,-122.36852339,6167503,4499.0
47.60411459,-122.33226664,6171801,125327.0
47.65134997,-122.37054821,6171779,4498.0
47.55881351,-122.3039544,6170541,180773.0
47.62477558,-122.29476855,6171336,87261.0
47.65796562,-122.40555572,6171765,53971.0
47.66993982,-122.38729258,6171198,123281.0
47.66203701,-122.32755587,6171750,20473.0
47.60403796,-122.33498562,6170819,114114.0
47.67888886,-122.35564903,6169509,120289.0
47.67924558,-122.31259353,6171719,97307.0
47.62061845,-122.28827633,6156474,123308.0
47.59990605,-122.288209,6171412,85725.0
47.6615068,-122.33829522,6170781,174272.0
47.64654333,-122.37284924,6141577,4498.0
47.61068887,-122.30114749,6171688,67331.0
47.68459001,-122.34566007,6171485,128120.0
47.56277173,-122.27402464,6171684,104221.0
47.65084937,-122.37046783,6168025,4498.0
47.66217899,-122.28952815,6171679,156803.0
47.65621282,-122.40054458,6171677,10923.0
47.71504711,-122.28163305,6170586,162469.0
47.61065933,-122.31712671,6171326,50334.0
47.61386752,-122.28575343,6156089,87623.0
47.61543669,-122.34968748,6156510,220361.0
47.53026051,-122.36184804,6166736,59412.0
47.57410383,-122.40577773,6164777,97816.0
47.6240391,-122.29172148,6171376,44827.0
47.61123274,-122.34447687,6171625,123311.0
47.62972086,-122.3063328,6171619,97303.0
47.66895542,-122.29653241,6171601,156816.0
47.60616219,-122.33166297,6169543,125327.0
47.65796562,-122.40555572,6171508,53971.0
47.6249208,-122.31388313,6165330,82132.0
47.61930842,-122.29324391,6170448,44827.0
47.61914931,-122.29325013,6170449,44827.0
47.63848753,-122.27814128,6165493,87970.0
47.55352944,-122.39475438,6171537,181598.0
47.63975194,-122.30111844,6171541,87261.0
47.5995454,-122.31058702,6171539,95347.0
47.59937815,-122.31054956,6171538,95347.0
47.5995454,-122.31058702,6128076,95347.0
47.63743158,-122.32750268,6147484,82135.0
47.62575738,-122.36426077,6163458,79466.0
47.53516517,-122.27408399,6168146,59146.0
47.69917859,-122.32681835,6170091,210963.0
47.69245278,-122.31789111,6166107,210961.0
47.69917859,-122.32681835,6169630,210963.0
47.67412765,-122.35972969,6171496,120292.0
47.53312141,-122.35591994,6161963,59374.0
47.63848753,-122.27814128,6171494,87970.0
47.53522653,-122.27376157,6168178,59146.0
47.60454089,-122.33073506,6171483,125327.0
47.60454089,-122.33073506,6171478,125327.0
47.68400383,-122.27413649,6167115,214721.0
47.61056281,-122.33662264,6169628,125327.0
47.63312971,-122.35999382,6164106,70372.0
47.50953837,-122.25087013,6167622,161498.0
47.66247052,-122.29898964,6160776,123283.0
47.67400221,-122.32473417,6169652,121799.0
47.62287309,-122.34146324,6167878,79464.0
47.65825146,-122.35366314,6171369,92719.0
47.65075272,-122.37053681,6168022,4498.0
47.65075272,-122.37053681,6171365,4498.0
47.68713131,-122.28398212,6171364,214722.0
47.54643209,-122.38897009,6171353,85933.0
47.63972723,-122.342377,6171194,4502.0
47.55622734,-122.30297456,6168241,180773.0
47.56627132,-122.28945428,6168495,104223.0
47.70535755,-122.37304536,6168746,185881.0
47.69292181,-122.32150788,6169259,210961.0
47.56341487,-122.28098049,6171319,104221.0
47.67969193,-122.30568307,6171309,131270.0
47.67061247,-122.40989678,6159110,53971.0
47.67969193,-122.30568307,6158808,131270.0
47.72101557,-122.35726882,6171294,158087.0
47.72101557,-122.35726882,6171285,158087.0
47.72101557,-122.35726882,6171283,158087.0
47.55588326,-122.27926191,6171258,107668.0
47.54589379,-122.39874808,6160851,85934.0
47.65561849,-122.38064753,6171272,10926.0
47.6571118,-122.32939092,6170769,100458.0
47.54589379,-122.39874808,6171260,85934.0
47.61125861,-122.33495033,6171270,72388.0
47.61705395,-122.31947345,6169564,80090.0
47.56068776,-122.39464437,6169536,180901.0
47.60148186,-122.33380268,6171248,46594.0
47.62495325,-122.34409944,6166976,79464.0
47.6070606,-122.30967102,6170908,131271.0
47.66014492,-122.36565213,6169810,55382.0
47.64178257,-122.36657568,6171223,4500.0
47.63847609,-122.363954,6167512,191060.0
47.70748374,-122.30957258,6171216,163053.0
47.70058154,-122.33739979,6083235,158342.0
47.56425023,-122.33848439,6170828,47168.0
47.64718706,-122.37393941,6118077,4498.0
47.67687435,-122.39508972,6171179,76044.0
47.67687435,-122.39508972,6154720,76044.0
47.66149209,-122.38574965,6170053,10926.0
47.61141658,-122.32136945,6171046,125309.0
47.60573523,-122.33029353,6171181,42802.0
47.70008106,-122.35581082,6167919,91038.0
47.60967252,-122.33230646,6170574,72388.0
47.54619594,-122.27838658,6167470,128998.0
47.64149274,-122.38864421,6171146,53972.0
47.60967252,-122.33230646,6171147,72388.0
47.68553496,-122.29518436,6131106,214724.0
47.6699541,-122.30862856,6165618,122825.0
47.62878347,-122.28444274,6164738,87971.0
47.65093738,-122.32370672,6167099,194685.0
47.5168896,-122.39249259,6164495,157683.0
47.66696892,-122.29928241,6171031,123283.0
47.69175566,-122.35495295,6170996,210914.0
47.66298211,-122.28898186,6166532,156803.0
47.64215378,-122.38824729,6171015,53972.0
47.69004908,-122.34876045,6170999,129002.0
47.61274253,-122.340808,6169467,79464.0
47.69468183,-122.33544492,6169520,210958.0
47.67321245,-122.28611429,6166028,156804.0
47.72065603,-122.34318966,6150211,167311.0
47.6105508,-122.33467931,6170983,72388.0
47.57394732,-122.37972477,6167436,100457.0
47.56925603,-122.37483245,6167227,117125.0
47.63420715,-122.32662462,6170962,82134.0
47.64385738,-122.34900682,6170958,4503.0
47.64385738,-122.34900682,6170955,4503.0
47.63810809,-122.35268452,6170952,77866.0
47.71802201,-122.36398563,6170925,162437.0
47.55341858,-122.38199108,6170279,62454.0
47.63077763,-122.27742038,6167786,87971.0
47.69422568,-122.31807986,6170885,210961.0
47.6094965,-122.29189051,6168868,87623.0
47.68286922,-122.38458893,6169995,117380.0
47.59377816,-122.38767204,6170841,186483.0
47.61275016,-122.33686713,6170829,72388.0
47.69181903,-122.28481793,6170827,173642.0
47.55252687,-122.27672611,6167516,128998.0
47.62202748,-122.29351211,6156982,44827.0
47.66517119,-122.30187162,6166074,95968.0
47.58856815,-122.32807172,6170797,47167.0
47.69001135,-122.36414143,6170756,174239.0
47.60987932,-122.30300446,6170783,131271.0
47.61573981,-122.31225414,6170578,123310.0
47.64305613,-122.3630287,6166298,4500.0
47.52773604,-122.38314988,6166483,170329.0
47.67862384,-122.35874607,6170750,194098.0
47.70728964,-122.3390823,6170755,167312.0
47.69234989,-122.31286122,6170744,128997.0
47.69474391,-122.27587043,6170714,173642.0
47.54875915,-122.30625499,6151922,107699.0
47.64849525,-122.35042282,6170611,55384.0
47.55918855,-122.28423377,6170157,107670.0
47.66842752,-122.36672944,6169939,194075.0
47.58856815,-122.32807172,6170078,47167.0
47.53144389,-122.36077664,6170198,59412.0
47.52630804,-122.32193877,6157810,59165.0
47.60940526,-122.3255461,6170604,72391.0
47.60779023,-122.3201477,6168381,50334.0
47.64241442,-122.37461338,6095301,4499.0
47.62395546,-122.33393376,6162375,79465.0
47.64241442,-122.37461338,6095299,4499.0
47.64247214,-122.374609,6095300,4499.0
47.58258895,-122.38727913,6165835,86413.0
47.50476364,-122.37111227,6170594,157684.0
47.58260069,-122.38754764,6170585,86413.0
47.58258895,-122.38727913,6170590,86413.0
47.61842626,-122.29210272,6168676,123308.0
47.6561506,-122.27497369,6123661,55417.0
47.57488449,-122.40707364,6168378,97816.0
47.71802201,-122.36398563,6168933,162437.0
47.5127787,-122.37488663,6170557,217753.0
47.65742376,-122.3673774,6168008,77869.0
47.58649214,-122.31175064,6153421,88402.0
47.58665807,-122.31173002,6113854,88402.0
47.64997225,-122.39260921,6170378,123306.0
47.73375811,-122.34852448,6170492,158081.0
47.73375811,-122.34852448,6170493,158081.0
47.73375811,-122.34852448,6170494,158081.0
47.73375811,-122.34852448,6170495,158081.0
47.73375811,-122.34852448,6170496,158081.0
47.73375811,-122.34852448,6170497,158081.0
47.73375811,-122.34852448,6170498,158081.0
47.586815,-122.31174292,6113851,88402.0
47.73375811,-122.34852448,6170499,158081.0
47.61717726,-122.31669985,6170500,80089.0
47.52792441,-122.36022355,6151840,191062.0
47.67015279,-122.27022151,6117371,23553.0
47.51450045,-122.38153131,6168373,157024.0
47.62662831,-122.31772939,6170466,82132.0
47.63788838,-122.30512515,6163287,87969.0
47.66217099,-122.28994549,6170258,156803.0
47.50671376,-122.38176183,6130983,157683.0
47.66217099,-122.28994549,6145213,156803.0
47.60549679,-122.33320892,6170432,125327.0
47.67573987,-122.36480731,6170414,120292.0
47.63610346,-122.39635626,6162902,62455.0
47.62747033,-122.34730599,6168071,82776.0
47.5657307,-122.29061619,6157710,104223.0
47.56579853,-122.29060558,6157708,104223.0
47.62787393,-122.34810265,6170380,82776.0
47.5823072,-122.39098099,6168393,86415.0
47.62787393,-122.34810265,6160445,82776.0
47.70008055,-122.32534601,6168088,210963.0
47.61195348,-122.33168608,6169854,72388.0
47.54886668,-122.30624669,6151920,107699.0
47.54355083,-122.2896498,6154913,59413.0
47.6406553,-122.40998254,6167063,53970.0
47.54912826,-122.32185088,6161838,52906.0
47.5297974,-122.38641683,6145837,170328.0
47.56765104,-122.40925109,6170229,97819.0
47.63898341,-122.3216447,6158556,82134.0
47.72901715,-122.33535365,6165532,158079.0
47.55289365,-122.28852253,6170098,107669.0
47.61813927,-122.35834286,6170271,186484.0
47.72885121,-122.33534709,6165530,158079.0
47.69038596,-122.28707336,6155686,173642.0
47.67816566,-122.28999765,6167683,173668.0
47.6177921,-122.34525345,6170223,189282.0
47.56566637,-122.37836277,6170224,117114.0
47.55930614,-122.28423222,6170158,107670.0
47.60549679,-122.33320892,6170203,125327.0
47.55930614,-122.28423222,6164258,107670.0
47.51450584,-122.27504771,6170165,161499.0
47.65502731,-122.33543062,6170190,125305.0
47.62498078,-122.33884523,6164644,79464.0
47.60914164,-122.29292692,6170154,42801.0
47.60573523,-122.33029353,6170182,42802.0
47.60573523,-122.33029353,6170181,42802.0
47.56802254,-122.40976412,6168521,97818.0
47.66837629,-122.28659564,6170173,156804.0
47.67044938,-122.41059921,6163834,53971.0
47.63628351,-122.34870115,6151283,82777.0
47.68068541,-122.38025622,6170138,194700.0
47.63876496,-122.41181412,6140400,53970.0
47.55769469,-122.28936646,6170149,107669.0
47.55769469,-122.28936646,6160464,107669.0
47.56734478,-122.37059058,6125125,121270.0
47.67779233,-122.30139165,6152702,131270.0
47.55942987,-122.30811155,6166953,107700.0
47.66885799,-122.31551534,6169268,122827.0
47.55919876,-122.3847864,6163037,181599.0
47.70041695,-122.3885087,6170104,208154.0
47.67882298,-122.30805595,6166338,97307.0
47.56647375,-122.37051113,6164372,121270.0
47.68376862,-122.3972558,6165778,53272.0
47.72101557,-122.35726882,6170073,158087.0
47.55920136,-122.30811211,6150626,107700.0
47.63668764,-122.38889933,6161717,53972.0
47.63026617,-122.28333034,6165729,87971.0
47.63026617,-122.28333034,6170064,87971.0
47.60909624,-122.33203188,6170011,72388.0
47.6932918,-122.29234779,6125079,114653.0
47.69329412,-122.29248211,6161896,114653.0
47.64051929,-122.36193979,6170043,4500.0
47.64051929,-122.36193979,6166309,4500.0
47.5434622,-122.28402026,6170028,100456.0
47.60505522,-122.33611689,6167037,114114.0
47.62795909,-122.30271622,6167739,97303.0
47.71921668,-122.3184682,6169851,170161.0
47.70378943,-122.38527757,6170000,185882.0
47.60870265,-122.28527831,6169999,127709.0
47.5553312,-122.32576224,6170077,47168.0
47.70883233,-122.30086388,6169241,162471.0
47.69590747,-122.37507503,6169936,210913.0
47.59302694,-122.38733907,6169917,186483.0
47.59302694,-122.38733907,6157696,186483.0
47.68966258,-122.36375883,6169932,174239.0
47.53320249,-122.27307522,6138481,59146.0
47.67606249,-122.31861621,6169919,121801.0
47.65034994,-122.30908696,6168095,20477.0
47.60615304,-122.33389399,6169901,125327.0
47.64724545,-122.35161061,6083715,4505.0
47.67817886,-122.29606573,6169894,120303.0
47.67817886,-122.29606573,6159624,120303.0
47.66526671,-122.2865917,6165427,156803.0
47.66526671,-122.2865917,6169893,156803.0
47.676523,-122.39163416,6169883,76039.0
47.676523,-122.39163416,6163741,76039.0
47.63089356,-122.31025075,6163703,82130.0
47.60973298,-122.29990093,6169881,67331.0
47.58562152,-122.39076871,6169843,125307.0
47.59685273,-122.30744329,6167438,95347.0
47.68340887,-122.31794588,6165071,214726.0
47.61130936,-122.33660721,6163423,125327.0
47.55360641,-122.36461994,6166192,85936.0
47.56342477,-122.38510246,6169831,35420.0
47.56342477,-122.38510246,6121223,35420.0
47.61101275,-122.33948065,6166967,125327.0
47.66558114,-122.36289791,6130590,123282.0
47.63801776,-122.30615332,6169720,87969.0
47.66924756,-122.31493283,6169311,122827.0
47.66910508,-122.2917908,6169785,128123.0
47.62707851,-122.30962133,6169784,82130.0
47.54710633,-122.3240793,6166157,52906.0
47.72866896,-122.2961793,6164296,131272.0
47.55991482,-122.39734777,6163989,117779.0
47.5152603,-122.2676317,6165849,217752.0
47.60454089,-122.33073506,6168097,125327.0
47.63264186,-122.34172768,6169766,82136.0
47.60148186,-122.33380268,6168296,46594.0
47.62443454,-122.32700082,6169748,80086.0
47.52589861,-122.28462978,6168115,217751.0
47.52593297,-122.28403499,6168121,217751.0
47.52590144,-122.28339938,6168124,217751.0
47.52591092,-122.28353507,6168123,217751.0
47.52593717,-122.28418366,6168120,217751.0
47.52595038,-122.28431636,6168119,217751.0
47.52595515,-122.28447769,6168118,217751.0
47.52591053,-122.28388131,6168122,217751.0
47.53059275,-122.26670057,6169738,161497.0
47.55168208,-122.36321892,6162636,85936.0
47.72315137,-122.29982739,6169374,158057.0
47.59371666,-122.2957446,6156682,121838.0
47.63930907,-122.31878797,6169370,82131.0
47.68454044,-122.35333473,6169701,128120.0
47.64321805,-122.375428,6169319,10928.0
47.56122456,-122.381916,6169328,181599.0
47.62667824,-122.32966519,6169115,82134.0
47.61030312,-122.3388001,6169137,125327.0
47.66409544,-122.33876112,6138825,174272.0
47.5831822,-122.38462448,6169379,86413.0
47.61324743,-122.31725475,6168900,80089.0
47.52265948,-122.35888976,6169641,67332.0
47.60695554,-122.29812647,6153517,42801.0
47.71790922,-122.30484169,6161436,162439.0
47.70722953,-122.30737099,6169562,163053.0
47.56850054,-122.35954558,6169602,44138.0
47.70722953,-122.30737099,6157594,163053.0
47.60549679,-122.33320892,6169078,125327.0
47.70974369,-122.30484988,6154145,162473.0
47.69047215,-122.35497188,6168536,129002.0
47.53398548,-122.27685112,6169587,59146.0
47.57735373,-122.39771612,6165707,117112.0
47.68475346,-122.37519575,6167611,116674.0
47.54105112,-122.265266,6140504,173636.0
47.67126407,-122.36431654,6169534,120288.0
47.70964143,-122.30484345,6169524,162473.0
47.70964143,-122.30484345,6157592,162473.0
47.64189116,-122.35988814,6129745,4504.0
47.64189116,-122.35988814,6169508,4504.0
47.70835925,-122.35637614,6159955,207488.0
47.60435329,-122.2928986,6169499,42801.0
47.69117247,-122.32059214,6161443,210961.0
47.60541915,-122.31123586,6147422,42800.0
47.66900894,-122.37803137,6168962,123280.0
47.5954797,-122.30757645,6169447,47169.0
47.6179061,-122.32647962,6167933,35402.0
47.59954146,-122.3320243,6168930,46594.0
47.56637024,-122.37327558,6169422,117125.0
47.71963064,-122.29549103,6169098,185878.0
47.62553319,-122.31033045,6161407,82130.0
47.62264588,-122.31347573,6169410,58910.0
47.66939208,-122.40998897,6169413,53971.0
47.54553575,-122.29792324,6169409,58482.0
47.54646021,-122.29625385,6168562,189283.0
47.67100085,-122.3115011,6169384,122825.0
47.70220901,-122.37307915,6169371,185881.0
47.69267843,-122.35507679,6169345,64551.0
47.60198365,-122.33175459,6166337,125327.0
47.62637872,-122.32698973,6166772,82134.0
47.68679771,-122.28450103,6169326,214722.0
47.60967252,-122.33230646,6167394,72388.0
47.61954034,-122.31323321,6169113,80087.0
47.66895441,-122.39245301,6134144,76041.0
47.57398628,-122.38640839,6166481,114651.0
47.68878652,-122.29713978,6169250,173665.0
47.68556163,-122.33217348,6169236,116669.0
47.57523092,-122.30717126,6169220,93039.0
47.58437514,-122.30915917,6169215,77296.0
47.5448329,-122.32016263,6160109,52905.0
47.63880174,-122.36066593,6169195,70372.0
47.65386503,-122.3998104,6169180,132935.0
47.65386503,-122.3998104,6161193,132935.0
47.66853804,-122.3537027,6168760,120291.0
47.60237454,-122.33366068,6169179,114114.0
47.67234656,-122.28400695,6153188,156802.0
47.60842584,-122.3330673,6169176,72388.0
47.64195158,-122.37409306,6169140,4499.0
47.66929337,-122.41366806,6169135,53971.0
47.64042202,-122.3448715,6164933,4502.0
47.68787581,-122.31085003,6169124,133463.0
47.66972129,-122.2825578,6159198,156802.0
47.70008055,-122.32534601,6167595,210963.0
47.68747766,-122.35340312,6161122,129002.0
47.61759764,-122.32656122,6166603,35402.0
47.59896645,-122.33339672,6144564,47167.0
47.66620212,-122.3825391,6169109,123281.0
47.55222356,-122.32636629,6169110,52906.0
47.66816997,-122.31342955,6166617,97308.0
47.54284529,-122.38477853,6152948,180792.0
47.60994519,-122.33998397,6169079,53976.0
47.6739737,-122.372772,6166661,76046.0
47.66169267,-122.28559871,6169084,215653.0
47.66265625,-122.29833522,6169053,123283.0
47.61289807,-122.33532762,6167240,72388.0
47.65107981,-122.27866842,6160423,55417.0
47.51590584,-122.27126696,6165617,161499.0
47.60769331,-122.33545361,6169033,125327.0
47.62030071,-122.33079631,6156121,79465.0
47.55168208,-122.36321892,6124095,85936.0
47.60547767,-122.33119077,6161857,125327.0
47.51573596,-122.26124022,6168591,30630.0
47.66231885,-122.28147251,6169017,215641.0
47.53327888,-122.28571493,6168999,52907.0
47.67753757,-122.40429984,6165491,53973.0
47.65575729,-122.37323504,6156809,163563.0
47.68488051,-122.27379058,6166210,214721.0
47.56824599,-122.39913173,6168945,117111.0
47.52239921,-122.31844715,6162694,59165.0
47.5054564,-122.37952809,6168938,157684.0
47.70460851,-122.36637303,6164813,207489.0
47.6102272,-122.3374679,6168931,125327.0
47.69216051,-122.28180227,6150161,173642.0
47.64493158,-122.35382317,6166363,4503.0
47.60587719,-122.33204966,6168925,125327.0
47.68253564,-122.29833535,6168865,210578.0
47.53277917,-122.27034067,6167755,128994.0
47.68272145,-122.35190248,6168878,194701.0
47.62436354,-122.35962653,6113446,79427.0
47.58118964,-122.32212319,6167378,47168.0
47.70888784,-122.29826876,6168869,162471.0
47.68068541,-122.38025622,6168875,194700.0
47.61600367,-122.31373825,6166823,80087.0
47.72106972,-122.36666417,6168867,167309.0
47.65587343,-122.27434086,6163798,55417.0
47.69800861,-122.36177257,6168861,133461.0
47.70835735,-122.33556274,6149194,167312.0
47.6159191,-122.31373153,6166796,80087.0
47.68405307,-122.30378973,6168860,173665.0
47.64086405,-122.3096844,6168852,87969.0
47.54862519,-122.33007173,6165387,52906.0
47.5319625,-122.27906531,6164007,52907.0
47.5319625,-122.27906531,6168818,52907.0
47.55196618,-122.32519751,6168814,52906.0
47.60742113,-122.33920467,6162766,114114.0
47.53294148,-122.34908518,6165901,9515.0
47.68269898,-122.37758894,6168799,194700.0
47.55121397,-122.32201061,6153259,52906.0
47.66347562,-122.36167089,6168794,55383.0
47.64726347,-122.3787132,6153257,10928.0
47.60801475,-122.32911502,6167351,72389.0
47.60668262,-122.30242992,6153540,42801.0
47.52860115,-122.37744716,6168784,93841.0
47.69040871,-122.39496769,6142779,53272.0
47.69040854,-122.39463278,6168779,53272.0
47.6143853,-122.33872658,6168790,79464.0
47.60779023,-122.3201477,6168773,50334.0
47.65742376,-122.3673774,6162724,77869.0
47.63978861,-122.35584168,6168745,4504.0
47.51190849,-122.38337559,6168734,186499.0
47.55138594,-122.33460053,6167296,52906.0
47.63290934,-122.30374605,6166323,87284.0
47.63610227,-122.27683248,6168660,87971.0
47.56818288,-122.40918621,6168666,97819.0
47.67632018,-122.32401252,6168639,120302.0
47.67635026,-122.32379843,6168641,120302.0
47.67635026,-122.32379843,6163165,120302.0
47.67369391,-122.39999646,6166365,53973.0
47.6103371,-122.33571154,6168384,125327.0
47.67788905,-122.286851,6168627,173668.0
47.64800932,-122.36943985,6168618,4498.0
47.52043742,-122.26193012,6148846,161500.0
47.62627926,-122.30274057,6168606,97303.0
47.70349549,-122.33280284,6164888,163056.0
47.61798682,-122.29381053,6157399,44827.0
47.61806555,-122.29381622,6168579,44827.0
47.6601408,-122.33694301,6063506,174272.0
47.68532867,-122.32651028,6168572,116668.0
47.608864,-122.31211486,6168566,131271.0
47.608864,-122.31211486,6159924,131271.0
47.608864,-122.31211486,6168567,131271.0
47.5079032,-122.25026613,6156106,161498.0
47.68899998,-122.32534663,6120218,116668.0
47.61209506,-122.30236379,6158994,67331.0
47.62982755,-122.36083935,6168548,129000.0
47.65533526,-122.28479423,6141936,55417.0
47.63429424,-122.27653038,6168551,87971.0
47.71798486,-122.3399234,6163046,167311.0
47.59965097,-122.31478824,6164006,95347.0
47.62014157,-122.3122901,6168531,80093.0
47.62273851,-122.31101916,6168204,80093.0
47.70804679,-122.30780734,6168534,163053.0
47.58087683,-122.40289719,6166168,97816.0
47.58085326,-122.40319186,6168526,97816.0
47.58085326,-122.40319186,6168527,97816.0
47.64215033,-122.37292549,6164543,4499.0
47.7170963,-122.32040721,6168460,170161.0
47.64090116,-122.41201638,6149310,53970.0
47.56635085,-122.28964996,6168502,104223.0
47.56634929,-122.28947722,6168501,104223.0
47.56627132,-122.28945428,6149297,104223.0
47.61343565,-122.31642934,6168024,80089.0
47.6366287,-122.35739732,6168466,70372.0
47.69440063,-122.31513679,6168467,128997.0
47.63347599,-122.34079306,6168455,82136.0
47.7137519,-122.3355747,6166211,167312.0
47.65259127,-122.35152826,6168450,55385.0
47.65259187,-122.35176451,6168451,55385.0
47.65259187,-122.35176451,6164920,55385.0
47.58937054,-122.29998637,6162453,180768.0
47.68498991,-122.35621879,6168447,116672.0
47.67421837,-122.39509453,6168434,70062.0
47.61083028,-122.34487342,6168442,53976.0
47.53721641,-122.38687597,6168426,170300.0
47.61195348,-122.33168608,6168428,72388.0
47.61984471,-122.30450703,6159129,80092.0
47.6198541,-122.3043134,6168390,80092.0
47.64755604,-122.31703366,6135534,4506.0
47.60252637,-122.3139498,6141541,42799.0
47.67553947,-122.3985479,6158814,53973.0
47.60935526,-122.33956246,6168379,53976.0
47.68478834,-122.37017204,6168372,127393.0
47.64810523,-122.33242442,6166805,24601.0
47.64600373,-122.39056613,6140013,4497.0
47.57269164,-122.38705025,6168364,114651.0
47.68937436,-122.28459609,6168361,214722.0
47.57166624,-122.39371499,6167210,97820.0
47.56917341,-122.40386702,6134687,97819.0
47.69321838,-122.34047917,6161941,210959.0
47.61201789,-122.29232909,6164988,87624.0
47.61754767,-122.35226048,6166645,220361.0
47.70439951,-122.36548079,6138241,207489.0
47.70424859,-122.36548874,6168308,207489.0
47.70439951,-122.36548079,6168309,207489.0
47.68679771,-122.28450103,6133124,214722.0
47.62057395,-122.32127246,6168306,219181.0
47.70765728,-122.37370744,6147500,185881.0
47.63559353,-122.30289606,6167194,87284.0
47.64996776,-122.39187148,6168289,123306.0
47.68704156,-122.33999294,6163290,116670.0
47.64596115,-122.32629003,6168237,194685.0
